imo;matricula;documentInstance;document;versionFt;estadoVersionFt;estadoFictecId;materialCascoId;paisId;tipoNaveId;tipoTraficoId;armadorId;navieraId;puertoMatriculaId;fechaMatricula;nombreNave;callSign;inmarsat;mmsi;sociedadClasificadora;dicapi;constructorInfoNave;anoConstructor;tonelajePesoMuerto;velocidad;eslora;manga;puntal;arqueoNeto;arqueoBruto;caladoMinimo;caladoMaximo;dobleCaso;comentario;rucUsuario;tipoSeguimientoId;rol;razonSocialUsuario;operation;usunameRegAud;usunameModAud;ficha_tecnica_id;ficha_tecnica_det_id
null;ZS-27381-SM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA084;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3725;4029
null;PL-12434-EM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA085;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3724;4028
null;IQ-51571-DM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA086;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3723;4027
null;YU-43914-DF;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA087;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3722;4026
null;CE-86436-EF;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA088;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3721;4025
null;IO-72729-BL;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA089;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3720;4024
null;IQ-42797-CM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA090;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3719;4023
null;HO-89715-EF;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA091;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3718;4022
null;CE-20224-AM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA092;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3717;4021
null;PL-46095-DF;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA093;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3716;4020
null;HO-07989-CM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA094;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3715;4019
null;PS-31304-CM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA095;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3714;4018
null;CY-52252-AL;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA096;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3713;4017
null;CE-94778-DM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA097;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3712;4016
null;SN-71179-AL;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA098;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3711;4015
null;PL-82875-MF;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA099;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3710;4014
null;PU-93758-EM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA100;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3709;4013
null;SE-98357-BF;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA101;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3708;4012
null;SY-53559-DM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA102;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3707;4011
null;HO-56091-AF;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA103;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3706;4010
null;HO-97005-CM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA104;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3705;4009
null;CY-97423-MM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA105;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3704;4008
null;MO-53839-CM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA106;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3703;4007
null;IQ-63389-BM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA107;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3702;4006
null;CY-59863-CM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA108;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3701;4005
null;SN-39041-CM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA109;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3700;4004
null;CY-51292-AM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA110;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3699;4003
null;PL-68254-MF;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA111;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3698;4002
null;PT-17253-BM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA112;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3697;4001
null;CY-85829-EL;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA113;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3696;4000
null;PA-39924-EM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA114;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3695;3999
null;SN-72099-DM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA115;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3694;3998
null;IQ-26845-ML;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA116;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3693;3997
null;SN-90584-SM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA117;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3692;3996
null;SN-29419-SM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA118;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3691;3995
null;PT-15752-BF;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA119;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3690;3994
null;ZS-82613-AF;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA120;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3689;3993
null;CO-63511-PM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA121;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3688;3992
null;CO-47638-BM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA122;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3687;3991
null;PT-48291-EM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA123;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3686;3990
null;CY-84488-EL;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA124;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3685;3989
null;CE-27802-AM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA125;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3684;3988
null;MO-39650-ML;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA126;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3683;3987
null;CO-07125-BF;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA127;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3682;3986
null;PT-11583-DF;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA128;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3681;3985
null;YU-11237-MF;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA129;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3680;3984
null;CE-12034-AM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA130;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3679;3983
null;ZS-46074-AM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA131;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3678;3982
null;CY-88633-SM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA132;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3677;3981
null;CY-24635-MM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA133;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3676;3980
null;TA-30416-BM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA134;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3675;3979
null;PL-20433-DL;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA135;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3674;3978
null;PS-82477-SM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA136;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3673;3977
null;PS-57267-SM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA137;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3672;3976
null;SE-95418-PM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA138;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3671;3975
null;MO-62613-PM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA139;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3670;3974
null;PM-05860-EL;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA140;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3669;3973
null;CE-55326-CM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA141;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3668;3972
null;PL-46887-EM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA142;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3667;3971
null;PS-55325-CM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA143;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3666;3970
null;YU-07850-DF;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA144;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3665;3969
null;YU-74903-DL;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA145;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3664;3968
null;CO-94947-DM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA146;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3663;3967
null;IQ-35602-DF;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA147;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3662;3966
null;SN-98166-SM;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA148;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3661;3965
null;CE-85744-AF;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA149;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3660;3964
null;CE-40182-MF;null;null;1;1;2;7;446;39;4;1;319;1;2025-08-12;PRUEBA150;null;null;null;null;--;SIPI;2023;1222;null;322;200;144;123;134;44;55;true;;20100010136;1;ADM;COSMOS AGENCIA MARITIMA SAC;g;101 | Rosa Odar Prueba;101 | Rosa Odar Prueba;3659;3963
